TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,,,,
4.09,,,,,,,,,,,,,,,,,,,,,,,,,,
11.88,,,,,,,,,,,,,,,,,,,,,,,,,,
26.91,,,,,,,,,,,,,,,,,,,,,,,,,,
35.35,,,,,,,,,,,,,,,,,,,,,,,,,,
48.45,,,,,,,,,,,,,,,,,,,,,,,,,,
54.49,,,,,,,,,,,,,,,,,,,,,,,,,,
62.25,,,,,,,,,,,,,,,,,,,,,,,,,,
70.68,,,,,,,,,,,,,,,,,,,,,,,,,,
77.75,,,,,,,,,,,,,,,,,,,,,,,,,,
110.47,,,,,,,,,,,,,,,,,,,,,,,,,,
116.54,,,,,,,,,,,,,,,,,,,,,,,,,,
124.28,,,,,,,,,,,,,,,,,,,,,,,,,,
131.99,,,,,,,,,,,,,,,,,,,,,,,,,,
139.99,,,,,,,,,,,,,,,,,,,,,,,,,,
147.56,,,,,,,,,,,,,,,,,,,,,,,,,,
155.32,,,,,,,,,,,,,,,,,,,,,,,,,,
160.39,,,,,,,,,,,,,,,,,,,,,,,,,,
168.29,,,,,,,,,,,,,,,,,,,,,,,,,,
175.86,,,,,,,,,,,,,,,,,,,,,,,,,,
186.35,,,,,,,,,,,,,,,,,,,,,,,,,,
191.85,,,,,,,,,,,,,,,,,,,,,,,,,,
201.96,,,,,,,,,,,,,,,,,,,,,,,,,,
209.83,,,,,,,,,,,,,,,,,,,,,,,,,,
217.76,,,,,,,,,,,,,,,,,,,,,,,,,,
225.26,,,,,,,,,,,,,,,,,,,,,,,,,,
236.75,,,,,,,,,,,,,,,,,,,,,,,,,,
243.82,,,,,,,,,,,,,,,,,,,,,,,,,,
