TIMESTAMP;;;;;;;;;;;;;;;;;;;;;;;;;
5.78;;;;;;;;;;;;;;;;;;;;;;;;;
12.53;;;;;;;;;;;;;;;;;;;;;;;;;
22.80;;;;;;;;;;;;;;;;;;;;;;;;;
29.26;;;;;;;;;;;;;;;;;;;;;;;;;
41.76;;;;;;;;;;;;;;;;;;;;;;;;;
46.58;;;;;;;;;;;;;;;;;;;;;;;;;
50.97;;;;;;;;;;;;;;;;;;;;;;;;;
55.21;;;;;;;;;;;;;;;;;;;;;;;;;
59.43;;;;;;;;;;;;;;;;;;;;;;;;;
65.38;;;;;;;;;;;;;;;;;;;;;;;;;
79.96;;;;;;;;;;;;;;;;;;;;;;;;;
95.64;;;;;;;;;;;;;;;;;;;;;;;;;
104.06;;;;;;;;;;;;;;;;;;;;;;;;;
109.88;;;;;;;;;;;;;;;;;;;;;;;;;
115.84;;;;;;;;;;;;;;;;;;;;;;;;;
121.12;;;;;;;;;;;;;;;;;;;;;;;;;
133.02;;;;;;;;;;;;;;;;;;;;;;;;;
138.39;;;;;;;;;;;;;;;;;;;;;;;;;
144.29;;;;;;;;;;;;;;;;;;;;;;;;;
161.63;;;;;;;;;;;;;;;;;;;;;;;;;
184.19;;;;;;;;;;;;;;;;;;;;;;;;;
191.92;;;;;;;;;;;;;;;;;;;;;;;;;
199.22;;;;;;;;;;;;;;;;;;;;;;;;;
208.18;;;;;;;;;;;;;;;;;;;;;;;;;
214.61;;;;;;;;;;;;;;;;;;;;;;;;;
219.79;;;;;;;;;;;;;;;;;;;;;;;;;
